"","PCT_RS.result","PCT_RR.result","PCT_RC.result","PCT_XB.result","PCT_SB.result","PCT_CB.result","PCT_GC.result","PCT_GF.result","PCT_SA.result","PCT_FN.result","PCT_HP.result","PCT_WD.result","PCT_OT.result","PCT_BDRK.result","PCT_BIGR.result","PCT_SFGF.result","PCT_SAFN.result","XSDGM.result","XSPGM.result","SB_PT_D50.result","SB_PT_D10.result","SB_PT_D25.result","SB_PT_D75.result","SB_PT_D90.result","SB_PP_D50.result","SB_PP_D10.result","SB_PP_D25.result","SB_PP_D75.result","SB_PP_D90.result","XEMBED.result","XEMBED.count","XEMBED.sd","PCT_CPOM.result"
"LB_RA1 2010-05-26",0,0,84.7619047619048,0,0,0,0,2.85714285714286,12.3809523809524,0,0,0,0,0,0,15.2380952380952,12.3809523809524,1621.10868189704,1.54650281761547,5660,1.03,5660,5660,5660,1.03,0.43,1.03,157,157,NA,0,NA,0.952380952380952
"LC_R31 2010-05-25",0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5660.00000000001,NA,5660,5660,5660,5660,5660,1.03,0.03,1.03,1.03,1.03,NA,0,NA,0
"LC_R4 2010-05-25",0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5660.00000000001,NA,5660,5660,5660,5660,5660,9,0.03,1.03,157,203.800000000004,NA,0,NA,2.85714285714286
"LC_R5 2010-05-25",0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5660.00000000001,NA,5660,5660,5660,5660,5660,157,4.218,40,625,625,NA,0,NA,0
"ME-CC 2010-07-12",0,0,2.85714285714286,0.952380952380952,4.76190476190476,7.61904761904762,5.71428571428571,10.4761904761905,60.9523809523809,4.76190476190476,0,0,1.9047619047619,0,19.047619047619,76.1904761904762,65.7142857142857,3.7831741889806,3.03813826912521,1.03,1.03,1.03,9,157,0.03,0.03,0.03,0.03,9,47.5,8,34.1216311785605,19.047619047619
"ME-CC 2011-07-07",0,0,0.952380952380952,0,4.76190476190476,16.1904761904762,11.4285714285714,1.9047619047619,38.0952380952381,8.57142857142857,0,0,18.0952380952381,0,32.3809523809524,48.5714285714286,46.6666666666667,5.40252098940134,4.97810970590818,1.03,0.53,1.03,157,157,1.03,0.43,1.03,1.03,1.03,36.4705882352941,17,33.5766243967787,9.52380952380952
"ME-SCR 2011-07-13",0,0,0,0,0,0,0,0.952380952380952,63.8095238095238,18.0952380952381,0,0,17.1428571428571,0,0,82.8571428571429,81.9047619047619,0.4878336217188,0.4878336217188,1.03,0.03,1.03,1.03,1.03,0.03,0.03,0.03,0.03,1.03,NA,0,NA,35.2380952380952
"ME-VR2 2010-07-07",0,14,0,3,5,16,13,19,14,10,1,0,5,14,51,43,24,29.4108232971303,10.9698123261466,40,0.43,5.015,157,5660,157,9,40,625,625,50,16,29.2118697336089,17
"ME-VR2 2011-07-06",0,2.85714285714286,0,0,17.1428571428571,18.0952380952381,13.3333333333333,6.66666666666667,5.71428571428571,0.952380952380952,19.047619047619,0,16.1904761904762,2.85714285714286,51.4285714285714,13.3333333333333,6.66666666666667,219.380314817922,69.4547225617478,157,9,40,5660,5660,40,0.03,0.78,157,484.600000000001,7.38095238095238,21,16.3262861376254,22.8571428571429
"MO2_Mont 2010-06-30",0,0,0,0,1.53846153846154,3.07692307692308,4.61538461538461,7.69230769230769,6.15384615384615,76.9230769230769,0,0,0,0,9.23076923076923,90.7692307692308,83.0769230769231,0.122255660575351,0.122255660575351,0.03,0.03,0.03,0.03,9,157,9,40,625,2500,23.3333333333333,3,5.77350269189626,43.0769230769231
"POM_RC 2010-05-28",0,0,94.2857142857143,0,0,0,0,0,3.80952380952381,0.952380952380952,0,0,0.952380952380952,0,0,4.76190476190476,4.76190476190476,3616.12337108596,0.507801559984713,5660,5660,5660,5660,5660,1.03,0.03,0.03,9,40,NA,0,NA,0.952380952380952
"POM_RD 2010-06-16",0,0,43.8095238095238,0,0,0,0,0.952380952380952,7.61904761904762,34.2857142857143,0,0,13.3333333333333,0,0,42.8571428571429,41.9047619047619,20.23882471838,0.0638534792591715,5660,0.03,0.03,5660,5660,9,1.03,1.03,40,157,NA,0,NA,1.9047619047619
"REF-CS 2008-10-22",12.3809523809524,0,0,0,20.952380952381,30.4761904761905,10.4761904761905,15.2380952380952,0.952380952380952,2.85714285714286,0,0,6.66666666666667,12.3809523809524,74.2857142857143,19.047619047619,3.80952380952381,135.402783060876,76.503457371874,157,9,40,625,5660,1.03,1.03,1.03,1.03,1.03,49.6129032258064,31,31.6224365699997,5.71428571428571
"REF-CS 2009-04-29",0,0.952380952380952,0,0,10.4761904761905,28.5714285714286,13.3333333333333,8.57142857142857,13.3333333333333,24.7619047619048,0,0,0,0.952380952380952,53.3333333333333,46.6666666666667,38.0952380952381,7.51728100523938,7.05341883223853,40,0.03,1.03,157,625,9,1.03,9,40,40,48.448275862069,29,25.2877528331355,31.4285714285714
"REF-TCAS 2009-04-30",0,0,0,20.952380952381,19.047619047619,19.047619047619,16.1904761904762,2.85714285714286,5.71428571428571,2.85714285714286,0,12.3809523809524,0.952380952380952,0,75.2380952380952,11.4285714285714,8.57142857142857,158.474915305543,158.474915305543,157,9,40,625,2500,40,9,9,157,157,45.5263157894737,19,34.4357185702621,3.80952380952381
"SA_RB 2010-06-02",0,0,0,0,0,0,17.6470588235294,9.41176470588235,30.5882352941176,37.6470588235294,0,0,4.70588235294118,0,17.6470588235294,77.6470588235294,68.2352941176471,0.621460358656448,0.621460358656448,1.03,0.03,0.03,9,40,40,1.03,9,157,625,NA,0,NA,35.7142857142857
"SGLT506 2010-07-06",0,0,0,0,0,15.2380952380952,28.5714285714286,11.4285714285714,36.1904761904762,8.57142857142857,0,0,0,0,43.8095238095238,56.1904761904762,44.7619047619048,5.963680688693,5.963680688693,9,1.03,1.03,40,157,98.5,9,9,274,625,33.4375,16,24.1328786789586,31.4285714285714
"SGLT508 2009-05-26",0,0,98.0952380952381,0,0,0,0,0,1.9047619047619,0,0,0,0,0,0,1.9047619047619,1.9047619047619,4803.73157836306,1.03,5660,5660,5660,5660,5660,40,1.03,1.03,157,344.200000000003,NA,0,NA,0
"SGUR010 2010-06-18",0,0,0,0,1.9047619047619,3.80952380952381,37.1428571428571,36.1904761904762,20.952380952381,0,0,0,0,0,42.8571428571429,57.1428571428571,20.952380952381,12.0224683902079,12.0224683902079,9,1.03,9,40,40,9,1.03,1.03,157,625,0,2,0,1.9047619047619
"SGUR010 2011-06-27",0,0,0,0,5.71428571428571,29.5238095238095,39.0476190476191,25.7142857142857,0,0,0,0,0,0,74.2857142857143,25.7142857142857,0,47.7552068727711,47.7552068727711,40,9,9,157,157,157,1.03,40,625,2500,53.3333333333333,30,34.0975611761445,0
"SGUR103 2010-07-22",0,14.4230769230769,0,0,11.5384615384615,21.1538461538462,18.2692307692308,14.4230769230769,13.4615384615385,0,0,2.88461538461538,3.84615384615385,14.4230769230769,65.3846153846154,27.8846153846154,13.4615384615385,77.1747503944867,35.1766342118603,157,1.03,9,625,5660,157,1.03,40,625,625,32.7272727272727,22,38.3507395075926,21.9047619047619
"SGUR103 2011-08-03",0,27.6190476190476,0,1.9047619047619,15.2380952380952,17.1428571428571,13.3333333333333,18.0952380952381,2.85714285714286,0,0,2.85714285714286,0.952380952380952,27.6190476190476,75.2380952380952,20.952380952381,2.85714285714286,240.462536275866,67.3797431264309,157,9,40,5660,5660,40,1.03,9,157,625,36.1764705882353,17,33.0496507056384,24.7619047619048
"SGUT 503 2009-05-08",0,0,0,0,9.52380952380952,20.952380952381,19.047619047619,11.4285714285714,23.8095238095238,7.61904761904762,0,2.85714285714286,4.76190476190476,0,49.5238095238095,42.8571428571429,31.4285714285714,12.9525934174068,12.9525934174068,40,1.03,1.03,157,344.200000000003,157,40,40,625,625,63.0952380952381,21,27.8601951929716,33.3333333333333
"SGUT 503 2010-05-27",0,15.2380952380952,0,0,12.3809523809524,9.52380952380952,4.76190476190476,26.6666666666667,28.5714285714286,0.952380952380952,0,1.9047619047619,0,15.2380952380952,41.9047619047619,56.1904761904762,29.5238095238095,29.8650590191386,11.3837317879349,9,1.03,1.03,625,5660,40,1.03,7.0075,157,625,42.5,10,33.6856382190129,22.8571428571429
"SGUT501 2010-07-07",0,8.57142857142857,0,15.2380952380952,20,26.6666666666667,5.71428571428571,1.9047619047619,14.2857142857143,0,0,0,7.61904761904762,8.57142857142857,76.1904761904762,16.1904761904762,14.2857142857143,185.610568494076,130.860361248506,157,1.03,157,2500,2500,157,1.03,32.25,157,625,23.2142857142857,28,17.2784540264739,29.5238095238095
"SGUT502 2009-05-13",0.952380952380952,4.76190476190476,0.952380952380952,4.76190476190476,21.9047619047619,20,25.7142857142857,3.80952380952381,9.52380952380952,5.71428571428571,0,1.9047619047619,0,5.71428571428571,78.0952380952381,19.047619047619,15.2380952380952,72.7068155634979,52.9263703813032,157,1.03,40,625,2500,625,4.92699999999999,157,625,625,31.047619047619,21,45.4702938086793,1.9047619047619
"SGUT502 2010-05-27",0,3.80952380952381,0,0,20,8.57142857142857,29.5238095238095,20.952380952381,16.1904761904762,0,0,0.952380952380952,0,3.80952380952381,61.9047619047619,37.1428571428571,16.1904761904762,38.0553801477877,31.1544472248593,40,1.03,9,157,625,1.03,1.03,1.03,1.03,5.812,42.5,14,26.5844083859463,5.71428571428571
"SGUT502 2011-06-28",0,6.66666666666667,0,2.85714285714286,21.9047619047619,33.3333333333333,28.5714285714286,2.85714285714286,1.9047619047619,0,0,0.952380952380952,0.952380952380952,6.66666666666667,93.3333333333333,4.76190476190476,1.9047619047619,165.645358746876,128.041738520046,157,40,40,625,625,40,1.03,1.03,40,157,19.5454545454545,33,26.8201077890858,8.57142857142857
"SGUT503 2011-07-27",0,0,1.9047619047619,0,10.4761904761905,19.047619047619,23.8095238095238,12.3809523809524,15.2380952380952,6.66666666666667,0,4.76190476190476,5.71428571428571,0,53.3333333333333,34.2857142857143,21.9047619047619,20.9443066641941,18.5439329393634,40,1.03,9,157,625,40,0.03,0.03,157,625,51.6666666666667,21,27.6736938866739,24.7619047619048
"SGUT504 2010-07-07",0,0,0.952380952380952,0.952380952380952,12.3809523809524,34.2857142857143,20.952380952381,4.76190476190476,18.0952380952381,0,0,0.952380952380952,6.66666666666667,0,68.5714285714286,22.8571428571429,18.0952380952381,47.6929134597136,45.3780584166301,157,1.03,40,157,625,1.03,0.03,1.03,157,625,26.6666666666667,36,16.5183880223569,28.5714285714286
"SGUT505 2010-07-08",0,13.3333333333333,0.952380952380952,3.80952380952381,51.4285714285714,13.3333333333333,0.952380952380952,0,5.71428571428571,2.85714285714286,0,0.952380952380952,6.66666666666667,13.3333333333333,82.8571428571428,8.57142857142857,8.57142857142857,366.494725381058,222.133314913983,625,110.2,625,625,5660,9,1.03,9,40,40,23.2142857142857,14,17.1651640581399,36.1904761904762
"Site 19 2010-07-10",0,0,95.2380952380952,0,0,0,0,0.952380952380952,3.80952380952381,0,0,0,0,0,0,4.76190476190476,3.80952380952381,3834.31640669143,1.58897945389551,5660,5660,5660,5660,5660,157,1.03,40,157,625,NA,0,NA,40.9523809523809
"Site 6 2010-07-08",0,7.61904761904762,0,1.9047619047619,4.76190476190476,13.3333333333333,26.6666666666667,11.4285714285714,33.3333333333333,0,0,0.952380952380952,0,7.61904761904762,54.2857142857143,44.7619047619048,33.3333333333333,21.3693513946096,13.4237106730401,40,1.03,1.03,157,625,40,1.03,9,40,437.800000000004,39.6428571428571,14,26.9946067059476,7.61904761904762
"Site 7 2010-07-06",0,0,10.4761904761905,3.80952380952381,5.71428571428571,25.7142857142857,7.61904761904762,0.952380952380952,3.80952380952381,25.7142857142857,5.71428571428571,0,10.4761904761905,0,42.8571428571429,30.4761904761905,29.5238095238095,21.9842822109856,6.45474230870336,157,0.03,0.03,625,5660,1.03,0.03,0.03,1.03,1.03,33.7037037037037,27,22.1269324489668,31.4285714285714
"SJC_C1Alt 2010-06-03",0,0,20,5.71428571428571,13.3333333333333,2.85714285714286,7.61904761904762,8.57142857142857,24.7619047619048,14.2857142857143,0,0,2.85714285714286,0,29.5238095238095,47.6190476190476,39.0476190476191,25.705149391415,6.34787694318398,40,0.03,1.03,2500,5660,157,78.515,157,157,157,73.75,4,19.737865470545,25.7142857142857
"SJC_R2 2010-05-25",0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5660.00000000001,NA,5660,5660,5660,5660,5660,9,0.03,0.03,157,625,NA,0,NA,0
"SMC00080 2011-06-13",0,0,0,0,1.9047619047619,5.71428571428571,32.3809523809524,29.5238095238095,11.4285714285714,0,0,0,19.047619047619,0,40,40.952380952381,11.4285714285714,16.2721245779001,16.2721245779001,9,1.03,9,40,40,9,1.03,1.03,40,157,18,5,22.5277606521376,21.9047619047619
"SMC00105 2009-05-12",5.79710144927536,0,0,0,17.3913043478261,33.3333333333333,15.9420289855072,8.69565217391304,10.1449275362319,0,0,1.44927536231884,7.2463768115942,5.79710144927536,72.463768115942,18.8405797101449,10.1449275362319,0,0,157,1.03,40,274,625,0.03,0.03,0.03,1.03,40,41.304347826087,23,29.5503188455475,28.5714285714286
"SMC00135 2010-06-07",0,0,0,0.952380952380952,9.52380952380952,12.3809523809524,48.5714285714286,10.4761904761905,16.1904761904762,1.9047619047619,0,0,0,0,71.4285714285714,28.5714285714286,18.0952380952381,26.4053417042964,26.4053417042964,40,1.03,9,40,437.800000000004,40,1.03,9,625,625,32.5,14,26.5844083859463,0.952380952380952
"SMC00153 2009-06-08",0,0,0,0,0,0,0,0,45.7142857142857,37.1428571428571,0,0,17.1428571428571,0,0,82.8571428571429,82.8571428571429,0.211063348727389,0.211063348727389,1.03,0.03,0.03,1.03,1.03,1.03,1.03,1.03,40,40,NA,0,NA,45.7142857142857
"SMC00180 2010-06-18",89.2307692307692,0,0,0,0,7.69230769230769,0,0,0,1.53846153846154,0,0,1.53846153846154,89.2307692307692,96.9230769230769,1.53846153846154,1.53846153846154,3537.93272760382,37.6793370335962,5660,5660,5660,5660,5660,40,1.03,1.03,157,625,33.4,5,17.6153342290176,12.3076923076923
"SMC00191 2010-07-12",0,0,1.9047619047619,0.952380952380952,12.3809523809524,17.1428571428571,17.1428571428571,4.76190476190476,0.952380952380952,44.7619047619048,0,0,0,0,47.6190476190476,50.4761904761905,45.7142857142857,2.9172373546127,2.51843137947944,9,0.03,0.03,157,625,9,9,9,9,9,67.75,20,25.8271073425618,0
"SMC00198 2009-05-20",0,0,0,0,0,7.61904761904762,25.7142857142857,13.3333333333333,15.2380952380952,5.71428571428571,14.2857142857143,0,18.0952380952381,0,33.3333333333333,34.2857142857143,20.952380952381,25.8991692551029,8.2988670323548,40,1.03,3.0225,157,5660,1.03,0.03,1.03,1.03,9,32.5,8,16.6904592079256,42.8571428571429
"SMC00206 2009-05-18",0,0,0,0,0,0,7.61904761904762,0.952380952380952,13.3333333333333,38.0952380952381,0,0,40,0,7.61904761904762,52.3809523809524,51.4285714285714,0.179691888342434,0.179691888342434,0.03,0.03,0.03,1.03,40,1.03,0.03,1.03,1.03,9,NA,0,NA,56.1904761904762
"SMC00271 2009-06-04",0,0,0,1.9047619047619,25.7142857142857,19.047619047619,14.2857142857143,22.8571428571429,7.61904761904762,3.80952380952381,0,2.85714285714286,1.9047619047619,0,60.952380952381,34.2857142857143,11.4285714285714,46.9316004282165,46.9316004282165,40,1.03,9,625,625,40,1.03,1.03,157,625,38.2608695652174,23,25.6554395991896,34.2857142857143
"SMC00282 2009-06-09",0,0,0,0,0,7.61904761904762,17.1428571428571,1.9047619047619,65.7142857142857,3.80952380952381,0,0,3.80952380952381,0,24.7619047619048,71.4285714285714,69.5238095238095,2.67178885985962,2.67178885985962,1.03,1.03,1.03,40,40,0.03,0.03,0.03,0.03,0.03,26.25,8,23.7170824512628,15.2380952380952
"SMC00288 2009-06-18",0.952380952380952,8.57142857142857,0,5.71428571428571,9.52380952380952,22.8571428571429,16.1904761904762,0.952380952380952,28.5714285714286,3.80952380952381,0,0,2.85714285714286,9.52380952380952,63.8095238095238,33.3333333333333,32.3809523809524,37.9324064360759,22.0154278750132,40,1.03,1.03,508,2500,9,9,9,40,40,40.4166666666667,24,23.7704907792005,27.6190476190476
"SMC00318 2010-06-15",0,0,92.3809523809524,0,0,0,0,7.61904761904762,0,0,0,0,0,0,0,7.61904761904762,0,3464.11061580348,9,5660,5660,5660,5660,5660,40,9,9,157,625,NA,0,NA,1.9047619047619
"SMC00324 2010-06-21",0,0,0,0,0,0,0,18.0952380952381,61.9047619047619,19.047619047619,0,0,0.952380952380952,0,0,99.0476190476191,80.9523809523809,0.775344542677784,0.775344542677784,1.03,0.03,1.03,1.03,9,0.03,0.03,0.03,0.03,1.03,NA,0,NA,25.7142857142857
"SMC00345 2011-07-19",0,2.85714285714286,0,0,0,0,0.952380952380952,11.4285714285714,63.8095238095238,14.2857142857143,1.9047619047619,3.80952380952381,0.952380952380952,2.85714285714286,3.80952380952381,89.5238095238095,78.0952380952381,1.25412161013173,0.805376156919888,1.03,0.03,1.03,1.03,9,1.03,0.03,1.03,1.03,9,NA,0,NA,50.4761904761905
"SMC00375 2010-06-08",0,0,0,0,12.3809523809524,18.0952380952381,19.047619047619,14.2857142857143,24.7619047619048,0,0,0,11.4285714285714,0,49.5238095238095,39.0476190476191,24.7619047619048,21.9520261902269,21.9520261902269,40,1.03,1.03,157,625,0.03,0.03,0.03,1.03,9,61.1111111111111,18,22.5281233099715,6.66666666666667
"SMC00382 2009-06-23",0,0,97.1428571428571,0,0,0,0,0,0,2.85714285714286,0,0,0,0,0,2.85714285714286,2.85714285714286,4000.20532181972,0.03,5660,5660,5660,5660,5660,157,1.03,5.015,391,625,NA,0,NA,11.4285714285714
"SMC00428 2010-07-22",0,0.961538461538462,0,0,1.92307692307692,6.73076923076923,31.7307692307692,50,7.69230769230769,0,0,0.961538461538462,0,0.961538461538462,41.3461538461538,57.6923076923077,7.69230769230769,17.2183631974808,16.2673613470446,9,9,9,40,40,40,1.03,1.03,625,625,38.5714285714286,7,40.8976655521932,26.6666666666667
"SMC00428 2011-08-03",0,5.71428571428571,0,0,10.4761904761905,20,25.7142857142857,27.6190476190476,8.57142857142857,0,0,1.9047619047619,0,5.71428571428571,61.9047619047619,36.1904761904762,8.57142857142857,45.1499094742138,33.4868131683913,40,9,9,157,625,1.03,0.03,0.03,9,157,40.6521739130435,23,25.5086593062972,22.8571428571429
"SMC00436 2009-05-26",0,0,83.8095238095238,0,0,0,0,0,3.80952380952381,12.3809523809524,0,0,0,0,0,16.1904761904762,16.1904761904762,906.06577345436,0.0689391919792495,5660,0.03,5660,5660,5660,157,5.812,40,625,625,NA,0,NA,9.52380952380952
"SMC00440 2009-05-20",0,0,0,0,1.9047619047619,3.80952380952381,1.9047619047619,10.4761904761905,67.6190476190476,11.4285714285714,0,0.952380952380952,1.9047619047619,0,7.61904761904762,89.5238095238095,79.0476190476191,1.27359060146712,1.27359060146712,1.03,0.03,1.03,1.03,9,1.03,1.03,1.03,1.03,1.03,45,4,20.8166599946613,61.9047619047619
"SMC00446 2010-07-01",0,0,0,0,0,1.9047619047619,5.71428571428571,13.3333333333333,5.71428571428571,61.9047619047619,0,0,11.4285714285714,0,7.61904761904762,80.9523809523809,67.6190476190476,0.17009140085157,0.17009140085157,0.03,0.03,0.03,1.03,9,40,9,40,157,625,85,2,0,17.1428571428571
"SMC00457 2009-06-04",0,0,0,7.61904761904762,16.1904761904762,35.2380952380952,9.52380952380952,1.9047619047619,23.8095238095238,0,0,0,5.71428571428571,0,68.5714285714286,25.7142857142857,23.8095238095238,57.5062410341385,57.5062410341385,157,1.03,5.015,391,625,9,0.330000000000001,1.03,40,625,28.8378378378378,37,29.5141336326189,42.8571428571429
"SMC00464 2009-05-08",0,0,0,5.05050505050505,20.2020202020202,17.1717171717172,14.1414141414141,7.07070707070707,30.3030303030303,2.02020202020202,0,1.01010101010101,3.03030303030303,0,56.5656565656566,39.3939393939394,32.3232323232323,0,0,40,1.03,1.03,625,625,40,1.03,40,157,625,37.8260869565217,23,29.1479800858139,26
"SMC00473 2009-06-03",0,0,0,0,0,11.4285714285714,4.76190476190476,6.66666666666667,28.5714285714286,36.1904761904762,0,0,12.3809523809524,0,16.1904761904762,71.4285714285714,64.7619047619048,0.662622986452877,0.662622986452877,1.03,0.03,0.03,9,157,1.03,0.83,1.03,1.03,1.03,56.6666666666667,12,33.7324589657912,80.9523809523809
"SMC00476 2009-06-08",0,14.2857142857143,0,6.66666666666667,24.7619047619048,26.6666666666667,13.3333333333333,2.85714285714286,8.57142857142857,0,0,0,2.85714285714286,14.2857142857143,85.7142857142857,11.4285714285714,8.57142857142857,223.685200782725,128.147402314167,157,9,69.25,625,5660,9,1.03,1.03,40,40,18.8888888888889,27,23.5475514541784,10.4761904761905
"SMC00479 2011-07-13",0,0,80.9523809523809,0,0,0,0,0,18.0952380952381,0.952380952380952,0,0,0,0,0,19.047619047619,19.047619047619,1061.2399075236,0.86308074188181,5660,1.03,5660,5660,5660,1.03,1.03,1.03,1.03,1.03,NA,0,NA,21.9047619047619
"SMC00480 2009-05-13",0,0,0,8.57142857142857,11.4285714285714,27.6190476190476,33.3333333333333,9.52380952380952,6.66666666666667,0,0,2.85714285714286,0,0,80.952380952381,16.1904761904762,6.66666666666667,78.927863806421,78.927863806421,40,9,40,157,625,1.03,0.03,1.03,1.03,30.7000000000001,45.1724137931034,29,31.3529093723114,0
"SMC00520 2009-05-19",0,0,0,1.92307692307692,11.5384615384615,10.5769230769231,13.4615384615385,25.9615384615385,25.9615384615385,9.61538461538461,0,0.961538461538462,0,0,37.5,61.5384615384615,35.5769230769231,0,0,9,0.330000000000001,1.03,40,625,1.03,0.03,1.03,1.03,1.03,59.0909090909091,11,27.3695251893581,18.0952380952381
"SMC00520 2011-08-05",0,0,0,0,12.3809523809524,34.2857142857143,31.4285714285714,7.61904761904762,10.4761904761905,0,0,0,3.80952380952381,0,78.0952380952381,18.0952380952381,10.4761904761905,55.3336951376451,55.3336951376451,40,1.03,40,157,625,1.03,1.03,1.03,1.03,6.60900000000001,38.8888888888889,36,34.7462456576475,0.952380952380952
"SMC00531 2009-05-18",0,0,81.9047619047619,0,0,0,0,0,16.1904761904762,1.9047619047619,0,0,0,0,0,18.0952380952381,18.0952380952381,1113.79831439856,0.709876684213036,5660,1.03,5660,5660,5660,40,0.03,1.03,157,157,NA,0,NA,44.7619047619048
"SMC00544 2011-06-22",0,0,0,0,0,4.76190476190476,25.7142857142857,28.5714285714286,27.6190476190476,0,2.85714285714286,2.85714285714286,7.61904761904762,0,30.4761904761905,56.1904761904762,27.6190476190476,10.1215256494068,8.21611925600797,9,1.03,1.03,40,40,1.03,1.03,1.03,1.03,40,31,5,38.7943294825416,40
"SMC00608 2011-06-27",0,0,99.0476190476191,0,0,0,0,0,0.952380952380952,0,0,0,0,0,0,0.952380952380952,0.952380952380952,5214.31881778771,1.03,5660,5660,5660,5660,5660,0.03,0.03,0.03,0.03,0.03,NA,0,NA,4.76190476190476
"SMC00632 2011-06-13",0,0,52.3809523809524,0,0,0,4.76190476190476,3.80952380952381,27.6190476190476,5.71428571428571,0,0,5.71428571428571,0,4.76190476190476,37.1428571428571,33.3333333333333,130.566002794202,1.17380837932785,5660,1.03,1.03,5660,5660,40,1.03,9,157,157,NA,0,NA,45.7142857142857
"SMC00665 2011-07-27",0,0,0,0,0,0,0,1.9047619047619,66.6666666666667,17.1428571428571,0,1.9047619047619,12.3809523809524,0,0,85.7142857142857,83.8095238095238,0.532861260945713,0.532861260945713,1.03,0.03,1.03,1.03,1.03,1.03,0.03,0.03,1.03,1.03,NA,0,NA,40
"SMC00670 2009-05-21",0,0,85.7142857142857,0,0,0,0,1.9047619047619,11.4285714285714,0,0,0.952380952380952,0,0,0,13.3333333333333,11.4285714285714,1851.2353710672,1.4038596574705,5660,1.03,5660,5660,5660,1.03,0.03,0.03,9,40,NA,0,NA,29.5238095238095
"SMC00684 2011-06-27",0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5660.00000000001,NA,5660,5660,5660,5660,5660,40,0.03,1.03,157,625,NA,0,NA,0.952380952380952
"SMC00686 2011-06-27",0,2.85714285714286,0,0,4.76190476190476,27.6190476190476,15.2380952380952,5.71428571428571,22.8571428571429,18.0952380952381,0,0.952380952380952,1.9047619047619,2.85714285714286,50.4761904761905,46.6666666666667,40.9523809523809,7.9165649449101,6.48699340092108,40,0.03,1.03,157,157,157,1.03,9,625,625,34.5,30,31.2484482373346,16.1904761904762
"SMC00693 2010-05-31",0,2.85714285714286,0,0.952380952380952,0,4.76190476190476,7.61904761904762,0.952380952380952,63.8095238095238,2.85714285714286,0,0.952380952380952,15.2380952380952,2.85714285714286,16.1904761904762,67.6190476190476,66.6666666666667,2.54483636232326,1.93876389718856,1.03,1.03,1.03,1.03,75.0999999999997,1.03,0.03,1.03,1.03,1.03,35,5,27.8388218141501,60
"SMC00702 2011-07-19",0,0,93.3333333333333,0,0,0,0,0,0,6.66666666666667,0,0,0,0,0,6.66666666666667,6.66666666666667,2518.2765386502,0.03,5660,5660,5660,5660,5660,9,1.03,1.03,40,157,NA,0,NA,0.952380952380952
"SMC00710 2009-05-20",0,0,0,0,0.952380952380952,31.4285714285714,39.0476190476191,9.52380952380952,17.1428571428571,0,0,0,1.9047619047619,0,71.4285714285714,26.6666666666667,17.1428571428571,29.0593994149964,29.0593994149964,40,1.03,9,157,157,40,1.03,1.03,157,625,12.4242424242424,33,11.327594358,58.0952380952381
"SMC00729 2009-06-03",0,0,0,0,0,1,2,1,47,41,0,0,8,0,3,89,88,0.249431897626386,0.249431897626386,1.03,0.03,0.03,1.03,1.03,1.03,0.03,1.03,1.03,625,10,1,NA,56
"SMC00748 2011-06-21",0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5660.00000000001,NA,5660,5660,5660,5660,5660,157,1.03,9,625,625,NA,0,NA,1.9047619047619
"SMC00756 2009-06-23",0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5660.00000000001,NA,5660,5660,5660,5660,5660,1.03,0.03,0.03,1.03,1.03,NA,0,NA,10.4761904761905
"SMC00766 2011-07-11",0,0,0,0,0,0.952380952380952,12.3809523809524,7.61904761904762,10.4761904761905,25.7142857142857,0,10.4761904761905,32.3809523809524,0,13.3333333333333,43.8095238095238,36.1904761904762,0.67297931549217,0.67297931549217,1.03,0.03,0.03,9,40,40,1.03,9,157,625,0,1,NA,60.9523809523809
"SMC00791 2011-06-22",0,0,0,6.66666666666667,4.76190476190476,31.4285714285714,20,3.80952380952381,11.4285714285714,20,0,1.9047619047619,0,0,62.8571428571429,35.2380952380952,31.4285714285714,13.3317839721192,13.3317839721192,40,0.03,1.03,157,625,40,9,40,157,625,42.1212121212121,33,22.2566809853771,8.57142857142857
"SMC00827 2009-06-15",0,0,0,4.76190476190476,29.5238095238095,22.8571428571429,11.4285714285714,9.52380952380952,11.4285714285714,9.52380952380952,0,0,0.952380952380952,0,68.5714285714286,30.4761904761905,20.952380952381,43.1671742033372,43.1671742033372,157,1.03,9,625,625,0.03,0.03,0.03,0.03,157,45.2,25,30.0859878791883,21.9047619047619
"SMC00830 2011-06-21",0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5660.00000000001,NA,5660,5660,5660,5660,5660,1.03,1.03,1.03,1.03,9,NA,0,NA,0
"SMC00857 2011-07-13",0,0,0,0,0,0,0,2.85714285714286,71.4285714285714,12.3809523809524,0,0,13.3333333333333,0,0,86.6666666666667,83.8095238095238,0.667551180194626,0.667551180194626,1.03,0.03,1.03,1.03,1.03,40,9,40,157,157,NA,0,NA,55.2380952380952
