"","W1H_BRDG.result","W1H_BRDG.count","W1H_BRDG.sd","W1H_BLDG.result","W1H_BLDG.count","W1H_BLDG.sd","W1H_LDFL.result","W1H_LDFL.count","W1H_LDFL.sd","W1H_LOG.result","W1H_LOG.count","W1H_LOG.sd","W1H_MINE.result","W1H_MINE.count","W1H_MINE.sd","W1H_ORVY.result","W1H_ORVY.count","W1H_ORVY.sd","W1H_PARK.result","W1H_PARK.count","W1H_PARK.sd","W1H_PSTR.result","W1H_PSTR.count","W1H_PSTR.sd","W1H_PVMT.result","W1H_PVMT.count","W1H_PVMT.sd","W1H_PIPE.result","W1H_PIPE.count","W1H_PIPE.sd","W1H_ROAD.result","W1H_ROAD.count","W1H_ROAD.sd","W1H_CROP.result","W1H_CROP.count","W1H_CROP.sd","W1H_VEGM.result","W1H_VEGM.count","W1H_VEGM.sd","W1H_WALL.result","W1H_WALL.count","W1H_WALL.sd","W1_HALL_EMAP.result","W1_HALL_SWAMP.result"
"SMCR8_512 2011-07-19",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMCR8_513 2009-06-22",0,11,0,0,11,0,0.0303181818181818,11,0.201108066833368,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0303181818181818,0.0303181818181818
"SMCR8_521 2011-06-06",0,11,0,0,11,0,1.43181818181818,11,0.452267016866645,0,11,0,0,11,0,0.3335,11,0,0.3335,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,1.43181818181818,1.43181818181818
"SMCR8_528 2011-07-11",0,11,0,0,11,0,0.204545454545455,11,0.970004686024295,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.204545454545455,0.204545454545455
"SMCR8_533 2011-06-07",0,11,0,0,11,0,0.204545454545455,11,0.700649049745371,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.204545454545455,0.204545454545455
"SMCR8_549 2011-06-13",0,11,0,0.363818181818182,11,0.201108066833368,1.5,11,0,0,11,0,0,11,0,0,11,0,0.3335,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,1.86381818181818,1.86381818181818
"SMCR8_558 2011-08-08",0,11,0,0.3335,11,0,1.36363636363636,11,0.904534033733291,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.3335,11,0,0.136363636363636,11,0.904534033733291,0,11,0,0,11,0,0,11,0,0,11,0,1.69713636363636,1.69713636363636
"SMCR8_566 2011-06-15",0,11,0,0,11,0,1.5,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.606363636363636,11,0.402216133666737,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,1.5,1.5
"SMCR8_572 2009-06-30",0,11,0,0,11,0,0.5917,10,NA,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.212227272727273,11,0.336518161066045,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.5917,0.5917
"SMCR8_575 2011-06-07",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMCR8_590 2011-07-20",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMCR8_593 2011-06-13",0,11,0,0.363818181818182,11,0.201108066833368,1.5,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.3335,11,0,0,11,0,0,11,0,0,11,0,1.86381818181818,1.86381818181818
"SMCR8_594 2011-06-20",0,11,0,0,11,0,0.0681818181818182,11,0.452267016866645,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0681818181818182,0.0681818181818182
"SMCR8_598 2010-06-15",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,1.5,11,0,0,11,0,0,11,0,0,11,0,1.5,11,0,0,0
"SMCR8_600 2009-06-28",0,11,0,0,11,0,0.667,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.667,0.667
"SMCR8_601 2009-06-24",0,11,0,0.667,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,8,NA,0.667,0.667
"SMCR8_605 2009-07-01",0,11,0,0.667,11,0,0.333363636363636,11,1.22023678775138,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,10,NA,0,10,NA,0,10,NA,0,11,0,0,11,0,0,11,0,1.00036363636364,1.00036363636364
"SMCR8_607 2011-07-19",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMCR8_613 2009-06-29",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMCR8_618 2011-07-19",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMCR8_622 2011-06-16",0,11,0,0,11,0,0.886363636363636,11,1.47247472582106,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.886363636363636,0.886363636363636
"SMCR8_629 2011-07-14",0,11,0,0,11,0,0.136363636363636,11,0.606779876216918,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.136363636363636,0.136363636363636
"SMCR8_633 2011-07-26",0,11,0,0.667,11,0,0.886363636363636,11,0.983962305264698,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.363818181818182,11,0.201108066833368,0,11,0,0,11,0,0,11,0,1.55336363636364,1.55336363636364
"SMCR8_688 2009-07-01",0,11,0,0.667,11,0,1.0667,10,NA,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,10,NA,1.7337,1.7337
"VA_RC 2010-06-02",0,11,0,0,11,0,0.636363636363636,11,1.05744116535239,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.227318181818182,11,0.453985742667602,0.0454545454545455,11,0.301511344577764,0,11,0,0,11,0,0,11,0,0,11,0,0.636363636363636,0.636363636363636
"WN_RD 2010-05-27",0,11,0,0,11,0,1.5,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,1.5,1.5
"WN_RD1 2010-05-27",0,11,0,0,11,0,1.5,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,1.5,1.5
