"","FL_N_F.result","FL_N_M.result","FL_Q_F.result","FL_Q_M.result","FL_F.result","FL_M.result","MWVM_F.result","MWVM_M.result","XWV_F.result","XWV_M.result","PWVZ.result"
"SMC03988 2011-06-29",NA,NA,1.361849943808,0.0385632959510298,1.361849943808,0.0385632959510298,1.41,0.429767999346753,0.76,0.231647999647895,27.2727272727273
"SMC04047 2009-05-14",NA,NA,3.0456592115904,0.0862434646904823,3.0456592115904,0.0862434646904823,NA,NA,NA,NA,NA
"SMC04054 2009-05-27",NA,NA,2.83091493660188,0.0801625839974042,2.83091493660188,0.0801625839974042,0.89,0.271271999587667,0.464375,0.141541499784857,18.75
"SMC04134 2011-07-26",NA,NA,1.149101254752,0.0325389239586799,1.149101254752,0.0325389239586799,0.37,0.11277599982858,0.236,0.0719327998906621,10
"SMC04175 2009-06-11",NA,NA,0.077572326899232,0.00219660368121061,0.077572326899232,0.00219660368121061,1.83,0.557783999152168,1.03863636363636,0.316576363155168,0
"SMC04239 2009-06-11",NA,NA,0,0,0,0,0.87,0.265175999596932,0.315833333333333,0.0962659998536757,0
"SMC04264 2010-07-09",NA,NA,1.95687891072,0.0554126399296333,1.95687891072,0.0554126399296333,1.38,0.420623999360651,0.539285714285714,0.164374285464437,14.2857142857143
"SMC04308 2009-06-17",NA,NA,4.41239381793792,0.124945078881336,4.41239381793792,0.124945078881336,0.71,0.21640799967106,0.414,0.126187199808195,0
"SMC04383 2010-06-09",NA,NA,14.862430743456,0.420857171465568,14.862430743456,0.420857171465568,0.88,0.2682239995923,0.22875,0.069722999894021,0
"SMC04399 2009-06-11",NA,NA,5.9405375662976,0.168217290986386,5.9405375662976,0.168217290986386,0.78,0.237743999638629,0.43,0.131063999800783,0
"SMC04426 2011-07-25",NA,NA,0.78630365472,0.0222656399717256,0.78630365472,0.0222656399717256,3.15,0.960119998540618,0.801111111111111,0.244178666295515,33.3333333333333
"SMC04661 2011-07-18",NA,NA,12.530483374848,0.354823775549421,12.530483374848,0.354823775549421,3.6,1.09727999833213,2.17533333333333,0.663041598992177,0
"SMC04682 2011-07-25",NA,NA,1.90305935872,0.0538886399315686,1.90305935872,0.0538886399315686,1.07,0.326135999504273,0.369,0.112471199829044,40
"SMC04748 2009-07-02",NA,NA,17.65927140224,0.500054879364997,17.65927140224,0.500054879364997,2.76,0.841247998721303,1.26545454545455,0.385710544868265,36.3636363636364
"SMC04756 2010-07-07",NA,NA,11.451670455008,0.324275195588214,11.451670455008,0.324275195588214,1.63,0.496823999244827,0.8424375,0.256774949609702,0
"SMC04932 2010-07-12",NA,NA,1.527721803072,0.0432602639450652,1.527721803072,0.0432602639450652,0.65,0.198119999698858,0.285384615384615,0.0869852306370132,0
"SMC05199 2011-07-06",NA,NA,9.331879760384,0.264249407664438,9.331879760384,0.264249407664438,4.2,1.28015999805416,1.6475,0.50215799923672,8.33333333333333
"SMC05243 2010-06-10",NA,NA,704.41020981024,19.9466758546704,704.41020981024,19.9466758546704,328,99.9743998480389,16.78975,5.11751579222138,0
"SMC05402 2011-07-28",NA,NA,0,0,0,0,0.6,0.182879999722022,0.371428571428571,0.113211428399347,0
"SMC05407 2011-07-21",NA,NA,13.8317109752832,0.391670437902631,13.8317109752832,0.391670437902631,1.48,0.451103999314322,0.8305,0.253136399615233,10
"SMC05524 2011-06-30",NA,NA,0.680085386892801,0.0192578735755451,0.680085386892801,0.0192578735755451,2.02,0.615695999064142,1.32769230769231,0.404680614769501,0
"SMC05702 2010-06-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SMC05759 2010-06-21",NA,NA,41.39853759392,1.17227603851137,41.39853759392,1.17227603851137,2.36,0.719327998906621,1.25421052631579,0.382283367839982,0
"SMC06019 2010-06-17",NA,NA,0.0700084732416,0.00198241919748259,0.0700084732416,0.00198241919748259,0.85,0.259079999606198,0.197727272727273,0.0602672726356665,0
"SMC06216 2009-05-26",NA,NA,5.4479164429312,0.1542678142041,5.4479164429312,0.1542678142041,0.85,0.259079999606198,0.314666666666667,0.0959103998542162,0
"SMC06458 2010-06-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SMC06653 2010-07-01",NA,NA,46.155217238784,1.30697020634032,46.155217238784,1.30697020634032,1.61,0.490727999254093,1.1665,0.355549199459565,0
"SMC06863 2011-07-21",NA,NA,3.200756396544,0.0906353278849052,3.200756396544,0.0906353278849052,1.32,0.402335999388449,0.48,0.146303999777618,30.7692307692308
"SMC06926 2009-07-01",NA,NA,0.060170259136,0.00170383199783636,0.060170259136,0.00170383199783636,0.18,0.0548639999166067,0.0754545454545455,0.0229985454195877,27.2727272727273
"SMC08150 2010-06-03",NA,NA,2.53167172608,0.0716889599089646,2.53167172608,0.0716889599089646,1.91,0.582167999115105,0.904615384615385,0.275726768811665,15.3846153846154
"SMC08335 2010-07-07",NA,NA,0.12469774920192,0.00353104703551604,0.12469774920192,0.00353104703551604,0.72,0.219455999666427,0.348333333333333,0.106171999838619,0
"SMC08426 2010-06-08",NA,NA,0.13562527104,0.0038404799951231,0.13562527104,0.0038404799951231,0.65,0.198119999698858,0.3825,0.116585999822789,25
"SMC08766 2009-05-26",NA,NA,0,0,0,0,NA,NA,NA,NA,NA
"SMC09162 2011-08-01",NA,NA,0.384056323072,0.0108752639861899,0.384056323072,0.0108752639861899,0.68,0.207263999684959,0.296,0.0902207998628644,20
"SMC09286 2010-06-09",NA,NA,0.498046134208,0.0141030959820909,0.498046134208,0.0141030959820909,0.39,0.118871999819315,0.186923076923077,0.0569741537595531,23.0769230769231
"SMC09534 2009-06-17",NA,NA,22.83940328224,0.646739879178727,22.83940328224,0.646739879178727,0.76,0.231647999647895,0.47875,0.145922999778197,12.5
"SMC09564 2010-06-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SMC09591 2010-06-03",NA,NA,0.005467851204992,0.000154832303803384,0.005467851204992,0.000154832303803384,0.36,0.109727999833213,0.223125,0.0680084998966271,12.5
"SMC09698 2010-06-09",NA,NA,1.131905907888,0.0320520059592982,1.131905907888,0.0320520059592982,0.41,0.124967999810049,0.199333333333333,0.0607567999076497,6.66666666666667
"SMC10189 2010-06-24",NA,NA,3.65542397184,0.103510079868556,3.65542397184,0.103510079868556,2,0.609599999073408,0.6375,0.194309999704649,0
"SMC10685 2010-07-01",NA,NA,17.16197874176,0.485973119382879,17.16197874176,0.485973119382879,2,0.609599999073408,1.01,0.307847999532071,0
"SMC11394 2011-06-30",NA,NA,3.27518883696,0.0927430198822287,3.27518883696,0.0927430198822287,3.03,0.923543998596213,0.708125,0.215836499671929,31.25
"SMC11581 2009-06-29",NA,NA,0.117111345152,0.00331622399578884,0.117111345152,0.00331622399578884,3,0.914399998610112,1.0125,0.308609999530913,0
"SMC11727 2010-06-09",NA,NA,19.4897712409536,0.551888862499175,19.4897712409536,0.551888862499175,3.38,1.03022399843406,0.6734375,0.205263749687999,0
"SMC12862 2011-06-27",NA,NA,34.36001658336,0.972967318764461,34.36001658336,0.972967318764461,2.3,0.701039998934419,1.47076923076923,0.44829046085706,15.3846153846154
"SMC15677 2009-06-29",NA,NA,0.1774645907648,0.00502523759361862,0.1774645907648,0.00502523759361862,2.5,0.76199999884176,1.2625,0.384809999415089,10
"SMC16266 2011-08-01",NA,NA,0.3244457872768,0.00918728158833338,0.3244457872768,0.00918728158833338,0.58,0.176783999731288,0.236,0.0719327998906621,10
"SMC16832 2010-06-18",NA,NA,55.2538430608,1.56461459801315,55.2538430608,1.56461459801315,3.58,1.0911839983414,1.82866666666667,0.557377599152786,0
"SMC16980 2011-07-06",NA,NA,7.209451907712,0.204148943740758,7.209451907712,0.204148943740758,2.2,0.670559998980749,1.00454545454545,0.306185454080053,27.2727272727273
"SMC17056 2009-07-02",NA,NA,2.158056396096,0.0611093519223993,2.158056396096,0.0611093519223993,1.8,0.548639999166067,0.8815,0.268681199591605,15
"SMC20032 2010-06-18",NA,NA,144.883256555488,4.1026369507902,144.883256555488,4.1026369507902,4.42,1.34721599795223,3.14366666666667,0.958189598543552,0
"SMC25288 2011-06-30",NA,NA,2.258833507216,0.0639630419187755,2.258833507216,0.0639630419187755,2,0.609599999073408,0.404666666666667,0.12334239981252,60
"SMC26288 2009-05-12",NA,NA,1.2788171389824,0.0362120687540155,1.2788171389824,0.0362120687540155,1.41,0.429767999346753,0.765454545454545,0.233310545099913,0
"SMC26909 2010-05-31",NA,NA,0.00255266135136,7.22833199082098e-05,0.00255266135136,7.22833199082098e-05,0.12,0.0365759999444045,0.04875,0.0148589999774143,12.5
"SMC27709 2010-05-31",NA,NA,0.0045692799648,0.000129387599835695,0.0045692799648,0.000129387599835695,0.06,0.0182879999722022,0.044375,0.0135254999794412,12.5
"SMC32718 2010-06-03",NA,NA,0.249830360384,0.00707440799101645,0.249830360384,0.00707440799101645,1,0.304799999536704,0.54875,0.167258999745766,25
"SMC32897 2010-06-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SMC35697 2010-06-10",NA,NA,25.557505936448,0.723707975080987,25.557505936448,0.723707975080987,3.38,1.03022399843406,1.43590909090909,0.43766509024384,0
"SMCR8_105 2011-07-14",NA,NA,55.155245641536,1.56182263001669,55.155245641536,1.56182263001669,7.15,2.17931999668743,3.805625,1.15995449823687,18.75
"SMCR8_116 2011-07-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SMCR8_124 2009-06-24",NA,NA,1.615232394624,0.0457382879419185,1.615232394624,0.0457382879419185,1.38,0.420623999360651,0.468181818181818,0.142701817964911,45.4545454545455
"SMCR8_175 2009-06-09",NA,NA,9.8933791464,0.280149299644248,9.8933791464,0.280149299644248,1.84,0.560831999147535,0.568181818181818,0.173181817918582,63.6363636363636
"SMCR8_184 2009-07-07",NA,NA,9.027476374272,0.255629663675384,9.027476374272,0.255629663675384,3.33,1.01498399845722,0.645,0.196595999701174,22.2222222222222
"SMCR8_191 2009-06-02",NA,NA,0,0,0,0,1.33,0.405383999383816,0.954,0.290779199558016,10
"SMCR8_197 2011-07-11",NA,NA,64.543313014208,1.82766309367911,64.543313014208,1.82766309367911,3.02,0.920495998600846,2.076875,0.633031499037792,12.5
"SMCR8_207 2009-06-07",NA,NA,1.590475400704,0.0450372479428087,1.590475400704,0.0450372479428087,2.39,0.728471998892723,1.12142857142857,0.341811428051875,28.5714285714286
"SMCR8_218 2009-06-23",NA,NA,0.285028347392,0.00807110398975077,0.285028347392,0.00807110398975077,1.36,0.414527999369917,0.203636363636364,0.0620683635420197,72.7272727272727
"SMCR8_219 2009-07-06",NA,NA,1.408565314944,0.0398861279493499,1.408565314944,0.0398861279493499,2.8,0.853439998702771,0.8635,0.263194799599944,20
"SMCR8_229 2009-06-01",NA,NA,0,0,0,0,2.1,0.640079999027078,0.721111111111111,0.219794666332579,33.3333333333333
"SMCR8_240 2010-06-23",NA,NA,0.002018879034624,5.71682879274039e-05,0.002018879034624,5.71682879274039e-05,0.25,0.076199999884176,0.09,0.0274319999583034,13.3333333333333
"SMCR8_254 2009-06-16",NA,NA,1.155721059648,0.0327263759584419,1.155721059648,0.0327263759584419,1.36,0.414527999369917,0.5,0.152399999768352,30
"SMCR8_262 2009-06-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SMCR8_274 2010-06-17",NA,NA,0.0169773776784,0.000480745799389517,0.0169773776784,0.000480745799389517,0.83,0.252983999615464,0.262,0.0798575998786164,0
"SMCR8_275 2009-06-09",NA,NA,8.88614623072,0.251627639680466,8.88614623072,0.251627639680466,1.91,0.582167999115105,0.78875,0.240410999634575,25
"SMCR8_289 2009-06-03",NA,NA,1.7518264176,0.0496061999370067,1.7518264176,0.0496061999370067,1.65,0.502919999235562,0.5325,0.162305999753295,62.5
"SMCR8_299 2009-06-09",NA,NA,2.084269790304,0.0590199479250525,2.084269790304,0.0590199479250525,1.29,0.393191999402348,0.507777777777778,0.154770666431415,44.4444444444444
"SMCR8_312 2009-06-14",NA,NA,43.11053754304,1.2207544784498,43.11053754304,1.2207544784498,1.93,0.588263999105839,1.3265,0.404317199385438,10
"SMCR8_312 2011-07-26",NA,NA,96.501255352704,2.73261124452995,96.501255352704,2.73261124452995,2.59,0.789431998800063,1.39875,0.426338999351965,25
"SMCR8_317 2009-06-03",NA,NA,0.269313038208,0.00762609599031588,0.269313038208,0.00762609599031588,0.61,0.185927999717389,0.201666666666667,0.0614679999065686,50
"SMCR8_339 2009-06-08",NA,NA,0.394174398848,0.011161775985826,0.394174398848,0.011161775985826,0.26,0.079247999879543,0.05375,0.0163829999750978,75
"SMCR8_344 2009-06-15",NA,NA,0.28416723456,0.00804671998978174,0.28416723456,0.00804671998978174,0.87,0.265175999596932,0.411428571428571,0.125403428380815,42.8571428571429
"SMCR8_356 2010-06-10",NA,NA,0.1888770267664,0.00534840179320824,0.1888770267664,0.00534840179320824,0.62,0.188975999712756,0.3475,0.105917999839005,15
"SMCR8_376 2009-06-11",NA,NA,0.06888472099584,0.001950598077523,0.06888472099584,0.001950598077523,1.83,0.557783999152168,0.660769230769231,0.20140246123233,38.4615384615385
"SMCR8_436 2010-06-23",NA,NA,0.0581964270664,0.00164793929790734,0.0581964270664,0.00164793929790734,1.61,0.490727999254093,0.656,0.199948799696078,6.66666666666667
"SMCR8_445 2010-06-24",NA,NA,0.03510999204048,0.000994204258737493,0.03510999204048,0.000994204258737493,0.62,0.188975999712756,0.292666666666667,0.0892047998644087,6.66666666666667
"SMCR8_453 2011-07-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SMCR8_467 2011-06-09",NA,NA,2.9183974989312,0.0826398142950585,2.9183974989312,0.0826398142950585,NA,NA,NA,NA,NA
"SMCR8_474 2009-07-05",NA,NA,2.146835019504,0.0607915979228028,2.146835019504,0.0607915979228028,1.6,0.487679999258726,0.3715,0.113233199827886,45
"SMCR8_483 2011-06-06",NA,NA,10.895875941504,0.308536847608199,10.895875941504,0.308536847608199,1.76,0.536447999184599,1.1575,0.352805999463735,8.33333333333333
"SMCR8_494 2011-06-20",NA,NA,56.141112195072,1.58973926198124,56.141112195072,1.58973926198124,1.91,0.582167999115105,0.800666666666667,0.244043199629054,20
"SMCR8_501 2011-06-14",NA,NA,18.5189526341568,0.524398340934084,18.5189526341568,0.524398340934084,4.88,1.48742399773912,1.985,0.605027999080357,31.25
"SMCR8_512 2011-07-19",NA,NA,19.0523474501184,0.539502400114904,19.0523474501184,0.539502400114904,3.51,1.06984799837383,1.570625,0.478726499272336,12.5
"SMCR8_513 2009-06-22",NA,NA,0.202146237312,0.0057241439927311,0.202146237312,0.0057241439927311,1,0.304799999536704,0.32,0.0975359998517453,66.6666666666667
"SMCR8_528 2011-07-11",NA,NA,3.930011326144,0.111285527858682,3.930011326144,0.111285527858682,0.81,0.24688799962473,0.36375,0.110870999831476,18.75
"SMCR8_533 2011-06-07",NA,NA,43.1211722865152,1.22105562084942,43.1211722865152,1.22105562084942,5.45,1.66115999747504,1.74529411764706,0.531965646250236,23.5294117647059
"SMCR8_572 2009-06-30",NA,NA,3.257589843456,0.0922446718828616,3.257589843456,0.0922446718828616,2.04,0.621791999054876,0.707777777777778,0.215730666338756,55.5555555555556
"SMCR8_575 2011-06-07",NA,NA,28.3290621697024,0.802189707781326,28.3290621697024,0.802189707781326,4.47,1.36245599792907,1.713125,0.522160499206316,18.75
"SMCR8_590 2011-07-20",NA,NA,20.3612927743104,0.576567604067836,20.3612927743104,0.576567604067836,3.2,0.975359998517453,1.26125,0.384428999415668,12.5
"SMCR8_594 2011-06-20",NA,NA,52.2826378174464,1.48047943491999,52.2826378174464,1.48047943491999,2.42,0.737615998878824,1.19533333333333,0.364337599446207,26.6666666666667
"SMCR8_600 2009-06-28",NA,NA,1.29328383456,0.0366217199534953,1.29328383456,0.0366217199534953,1.23,0.374903999430146,0.471111111111111,0.143594666448403,44.4444444444444
"SMCR8_605 2009-07-01",NA,NA,0.202146237312,0.0057241439927311,0.202146237312,0.0057241439927311,0.78,0.237743999638629,0.07875,0.0240029999635154,62.5
"SMCR8_607 2011-07-19",NA,NA,19.021228985152,0.538621223316023,19.021228985152,0.538621223316023,3.44,1.04851199840626,1.65125,0.503300999234982,12.5
"SMCR8_613 2009-06-29",NA,NA,0.556870904544,0.0157688279799757,0.556870904544,0.0157688279799757,1.72,0.524255999203131,0.9005,0.274472399582802,25
"SMCR8_633 2011-07-26",NA,NA,2.6616244163392,0.0753688103042917,2.6616244163392,0.0753688103042917,1.43,0.435863999337487,0.625,0.19049999971044,43.75
"VA_RC 2010-06-02",NA,NA,8.20853618801015,0.232439860046432,8.20853618801015,0.232439860046432,3.71752,1.13310009427769,1.34514636363636,0.410000611013163,27.2727272727273
"WN_RD 2010-05-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WN_RD1 2010-05-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
